"1609919921034605979",37.9941248,-78.3975349,-4.943437774478525
"1609919921281410932",37.9941248,-78.3975349,-4.953437774478523
"1609919921538271903",37.9941248,-78.3975349,-4.953437774478523
"1609919921784188985",37.9941248,-78.3975349,-4.953437774478523
"1609919922034606933",37.9941248,-78.3975349,-4.953437774478523
"1609919922286031007",37.9941248,-78.3975349,-4.953437774478523
"1609919922531876087",37.9941248,-78.3975349,-4.953437774478523
"1609919922784037113",37.9941248,-78.3975349,-4.953437774478523
"1609919923030694961",37.9941248,-78.3975349,-4.953437774478523
"1609919923284620046",37.9941248,-78.3975349,-4.953437774478523
"1609919923533710002",37.9941248,-78.3975349,-4.953437774478523
"1609919923785573959",37.9941248,-78.3975349,-4.953437774478523
"1609919924039028882",37.9941248,-78.3975349,-4.963437774478525
"1609919924288286924",37.9941248,-78.3975349,-4.963437774478525
"1609919924532927989",37.9941248,-78.3975349,-4.963437774478525
"1609919924782515048",37.9941248,-78.3975349,-4.963437774478525
"1609919925033941984",37.9941248,-78.3975349,-4.963437774478525
"1609919925285952091",37.9941248,-78.3975349,-4.963437774478525
"1609919925536181926",37.9941248,-78.3975349,-4.963437774478525
"1609919925785900115",37.9941248,-78.3975349,-4.963437774478525
"1609919926038271903",37.9941248,-78.3975349,-4.963437774478525
"1609919926289158105",37.9941248,-78.3975349,-4.963437774478525
"1609919926537251949",37.9941248,-78.3975349,-4.963437774478525
"1609919926784328937",37.9941248,-78.3975349,-4.963437774478525
"1609919927032555103",37.9941248,-78.3975349,-4.963437774478525
"1609919927285700082",37.9941248,-78.3975349,-4.963437774478525
"1609919927530354022",37.9941248,-78.3975349,-4.963437774478525
"1609919927785378932",37.9941248,-78.3975349,-4.963437774478525
"1609919928038136959",37.9941248,-78.3975349,-4.963437774478525
"1609919928284648895",37.9941248,-78.3975349,-4.973437774478523
"1609919928537036895",37.9941248,-78.3975349,-4.973437774478523
"1609919928787075996",37.9941248,-78.3975349,-4.973437774478523
"1609919929036907911",37.9941248,-78.3975349,-4.973437774478523
"1609919929287394046",37.9941248,-78.3975349,-4.973437774478523
"1609919929534795045",37.9941248,-78.3975349,-4.973437774478523
"1609919929780848026",37.9941248,-78.3975349,-4.973437774478523
"1609919930033921957",37.9941248,-78.3975349,-4.973437774478523
"1609919930284444093",37.9941248,-78.3975349,-4.973437774478523
"1609919930537847042",37.9941248,-78.3975349,-4.973437774478523
"1609919930782886981",37.9941248,-78.3975349,-4.973437774478523
"1609919931033432960",37.9941248,-78.3975349,-4.973437774478523
"1609919931285228013",37.9941248,-78.3975349,-4.973437774478523
"1609919931533586978",37.9941248,-78.3975349,-4.973437774478523
"1609919931785809993",37.9941248,-78.3975349,-4.973437774478523
"1609919932035626888",37.9941248,-78.3975349,-4.973437774478523
"1609919932286310911",37.9941248,-78.3975349,-4.973437774478523
"1609919932539699077",37.9941248,-78.3975349,-4.973437774478523
"1609919932783292055",37.9941248,-78.3975349,-4.973437774478523
"1609919933033533096",37.9941248,-78.3975349,-4.973437774478523
"1609919933284003019",37.9941248,-78.3975349,-4.973437774478523
"1609919933536711931",37.9941248,-78.3975349,-4.973437774478523
"1609919933787504911",37.9941248,-78.3975349,-4.973437774478523
"1609919934040783882",37.9941248,-78.3975349,-4.973437774478523
"1609919934286314010",37.9941248,-78.3975349,-4.973437774478523
"1609919934537763118",37.9941248,-78.3975349,-4.973437774478523
"1609919934786210060",37.9941248,-78.3975349,-4.973437774478523
"1609919935038268089",37.9941248,-78.3975349,-4.973437774478523
"1609919935287729978",37.9941248,-78.3975349,-4.973437774478523
"1609919935534506082",37.9941248,-78.3975349,-4.973437774478523
"1609919935787017107",37.9941248,-78.3975349,-4.973437774478523
"1609919936032800912",37.9941248,-78.3975349,-4.973437774478523
"1609919936288801908",37.9941248,-78.3975349,-4.973437774478523
"1609919936537408113",37.9941248,-78.3975349,-4.973437774478523
"1609919936785784006",37.9941248,-78.3975349,-4.973437774478523
"1609919937038642883",37.9941248,-78.3975349,-4.973437774478523
"1609919937284305095",37.9941248,-78.3975349,-4.973437774478523
"1609919937535804986",37.9941248,-78.3975349,-4.973437774478523
"1609919937785478115",37.9941248,-78.3975349,-4.973437774478523
"1609919938036695003",37.9941248,-78.3975349,-4.973437774478523
"1609919938287341117",37.9941248,-78.3975349,-4.973437774478523
"1609919938539284944",37.9941248,-78.3975349,-4.973437774478523
"1609919938790008068",37.9941248,-78.3975349,-4.973437774478523
"1609919939037975072",37.9941248,-78.3975349,-4.983437774478524
"1609919939288846015",37.9941248,-78.3975349,-4.983437774478524
"1609919939534141063",37.9941248,-78.3975349,-4.983437774478524
"1609919939788758039",37.9941248,-78.3975349,-4.983437774478524
"1609919940038081884",37.9941248,-78.3975349,-4.983437774478524
"1609919940288357019",37.9941248,-78.3975349,-4.983437774478524
"1609919940539446115",37.9941248,-78.3975349,-4.983437774478524
"1609919940791069984",37.9941248,-78.3975349,-4.983437774478524
"1609919941040071010",37.9941248,-78.3975349,-4.983437774478524
"1609919941289035081",37.9941248,-78.397535,-4.983437779561363
