37.99439040188162	-78.397535	5.2094453300079095
37.99437824348425	-78.397535	10.260604299770062
37.994358390387134	-78.397535	14.999999999999998
37.99433144582252	-78.397535	19.283628290596177
37.99429822849466	-78.397535	22.98133329356934
37.99425974770298	-78.397535	25.980762113533157
37.994217172674205	-78.397535	28.19077862357725
37.99417179703494	-78.397535	29.544232590366242
37.99412499950492	-78.397535	30.0
37.99407820200476	-78.397535	29.544232590366242
37.99403282645146	-78.397535	28.190778623577252
37.993990251554386	-78.397535	25.98076211353316
37.99395177092429	-78.397535	22.98133329356934
37.99391855376836	-78.397535	19.283628290596184
37.993891609365306	-78.397535	14.999999999999998
37.993871756399905	-78.397535	10.260604299770065
37.99385959808851	-78.397535	5.209445330007909
